配置管理员,面议,东软集团股份有限公司 ,广州,...python开发的优先
应用运维架构师,面议,东软集团股份有限公司 ,广州,...Python、shell脚本编写，熟悉自动化运维工作推进流程   6.3年以上应用运维实施经验
大数据-数据平台（广州）,面议,东软集团股份有限公司 ,广州,工作职责：     1、负责大规模存储、可伸缩计算系统的开发；     2、负责多数据源分析平台与开放平台的搭建；        职位要求：     1、本科以上学历，1~3年以上相关领域工作经验；     2、至少精通Java/Python/scala中的一种；对Hadoop的Ma...
DBA-数据库开发(广州）,面议,东软集团股份有限公司 ,广州,...Python\Shell至少擅长其中一门语言；  4. 熟悉支付、理财等金融业务及流程者优先；  5. 3-4年及以上经验，计算机、软件工程、信息管理相关专业。
环境管理(广州）,面议,东软集团股份有限公司 ,广州,...python编程  2.掌握tomcat、dubbo、redis、nginx、mq等中间件  3.熟悉oracle数据库，掌握sql语句，了解oracle的安装与维护  4.熟悉分布式系统架构，熟悉在线系统应用维护，熟悉http等网络协议  5. 具有优秀的团队合作和沟通协作能力...
应用运维工程师-广州,面议,东软集团股份有限公司 ,广州,...python编程  2.掌握tomcat、dubbo、redis、nginx、mq等中间件  3.熟悉oracle数据库，掌握sql语句，了解oracle的安装与维护  4.熟悉分布式系统架构，熟悉在线系统应用维护，熟悉http等网络协议  5. 具有优秀的团队合作和沟通协作能力...
系统运维开发工程师,面议,东软集团股份有限公司 ,广州,岗位职责：    1、负责平台大批量linux系统的日常维护及故障处理；    2、根据运维的需求，负责常用管理平台的开发部署；     任职要求：  1，责任心强，做事稳重、敢于尝试新鲜技术  2、熟悉Redhat linux系统的常用的实施维护操作  2，有较强python开发能...
研发测试工程师（广州急招）,面议,东软集团股份有限公司 ,广州,...Python/Ruby中的某种脚本语言。  5.有白盒测试经验，junit，testNG经验优先  6.sql语句能力扎实
系统维护工程师（广州）,面议,东软集团股份有限公司 ,广州,...Python等；  5.熟悉NFS，DNS，APACHE，MAIL，SSH，MYSQL等应用了解工作原理；  6.具有WEB应用的系统支持的相关行业工作经验，并具有良好文档编写和文字表达能力；  7.精通主机存储虚拟化解决方案，有大规模虚拟化平台建设及维护经验者优先，通过VMWA...
数据库工程师,8001-10000,广州腾冲信息科技有限公司,广州 - 天河区,...PYTHON及其开源库等软件中的一项或多项，了解Oracle、Sqlserver、Mysql等主流数据库。   4、善于沟通，有数据分析报告讲解经验。
软件开发（核心网工程师）,面议,南京方东通信系统工程有限公司,广州,"岗位职责：  1、爱立信核心网维护、升级及技术支撑；   2、根据需求完成项目软件开发工作；   3、一经录用，待遇从优。  任职要求：  1、大专以上学历，有软件开发工作经验；  2、精通java、vc++、PYTHON、c#其中一种以上,能够熟练阅读英文资料；  3、有爱立信核心..."
游戏运维工程师,面议,三七互娱(上海)科技有限公司,广州,...Python优先；   9.熟悉ansible、puppet自动化运维工具优先；  10.熟悉反向代理、负载均衡和高可用技术优先；
高级软件工程师,15001-20000,广州精点计算机科技有限公司,广州,...python/ruby等其中至少一种编程语言；  2、深刻理解操作系统原理，熟悉Linux/Unix基本操作命令，掌握常用的算法与数据结构；  3、熟悉J2EE体系架构，熟悉Java开源框架如SpringMVC、Mybatis等；  4、熟悉关系数据库调优，具备相关NoSQL开发...
Python高级开发工程师AEB,15001-20000,北京联动天地科技有限公司,广州,岗位职责： 1、负责公司CMS类系统前后端开发； 2、参与爬虫，数据解析和分析等功能的研发； 3、负责分析业务领域比较复杂的问题，提出解决方案。岗位要求： 1、使用Python开发过大型系统经验者优先； 2、熟悉Python语言，至少熟悉一种框架，如 tornado、d...
python工程师(研发中心：服务平台组）,面议,广东安居宝数码科技股份有限公司,广州,岗位职责：  1、用Python语言开发高效能数据系统，后台开发和维护； 2、完成系结构设计、业务逻辑抽象、组件封装等编码工作； 3、指定并遵守团队的代码格式、结构规定，编写易读、易维护、高质量、高效率的代码。  任职要求：  1、熟悉HTTP，websocket，TCP/IP等协议...
Python软件工程师,10001-15000,贵州格安科技有限公司广州分公司,广州,【岗位职责】  1. 团队协作下，高质量地完成业务模块的开发； 2. 为模块编写单元测试； 3. 协助定位并修复线上问题。  【任职要求】  1.至少一年 python 服务端开发经验；   2.掌握操作系统、计算机网络的基本原理，熟悉Linux底层原理以及实现⽅式;  3. 熟悉分...
数据挖掘工程师,10001-15000,广州海晟科技有限公司,广州,...Python，熟悉C/C++/Java中一种，有Hadoop/Spark等大数据处理经验；  5、有较强的逻辑思维能力、优良的沟通表达能力；   6、有较强的理解具体业务的能力；   7、有快速学习能力。    企业文化及薪酬福利政策:    实行5天7.5小时工作制，完善的休假...
运维工程师,8001-10000,贵州格安科技有限公司广州分公司,广州,...Python 脚本编程尤佳
高级c++工程师,10001-15000,广州市聚星源科技有限公司,广州,...python。  6、对分布式开发有一定了解。  7、具有良好的沟通理解能力，团队合作精神、强烈的责任心！
大数据分布式计算平台应用开发,15001-20000,广东省建设信息中心,广州 - 越秀区,了解Java、Python和Scala等开发语言，熟悉Hadoop、Storm或Spark等分布式计算框架的部署、开发以及应用。
Oracle数据库DBA,6001-8000,广州无线电集团,广州,"...Python、Shell一种或多种脚本语言编程；  7、有Oracle官方认证如(OCA,OCP,OCM)等优先；  8、具备一定的数据库系统管理规划思路与文档设计能力。"
高级运维工程师/运维开发工程师,面议,广东星辉天拓互动娱乐有限公司,广州,...Python、PHP等开发语言并有相关开发经验；  4.熟悉web前端开发，了解js、css、jquery以及bootstrap、Chartkick等前端框架；  5.对自动化运维有认识，有自动化运维实施经验优先；  6.有对开源系统二次开发的能力优先，如ansible、zabb...
运维工程师,面议,广东星辉天拓互动娱乐有限公司,广州,...Python语言者优先。 6.了解系统和网络安全。有良好安全习惯。 7.工作细致认真，懂得合理安排个人任务。具备高度责任感和自我驱动意识，拥有良好的心理素质和身体素质、较强的逻辑分析及学习总结能力、拥有良好的沟通能力和团队合作精神。 8.全年家有电脑及良好网络者优先。
软件实施工程师,面议,神州数码系统集成服务有限公司广州分公司,广州,...Python、Autoit、VB等至少一种脚本开发语言；  3、具备良好文字功底和表达沟通能力，较强的工作执行力；  4、具有银行或证券行业经验者优先；  5、具有软件实施经验者优先；  6、能适应出差者优先。
Oracle,面议,广州百倍网络科技有限公司,广州,"...Python、Shell一种或多种脚本语言编程； 7、有Oracle官方认证如(OCA,OCP,OCM)等优先；"
高级运维工程师,面议,泛华企业集团,广州,...Python 其中一种编程能力； 2.熟悉LEMP架构的部署、搭建、优化、排错并具有一定的实战经验。对高负载、大访问量情况下的LAMP/LEMP架构有运维经验者优先； 3.熟悉 MySQL 数据库，具备 MySQL 服务器的维护优化经验者优先； 4.熟悉 DNS、Squid、NF...
软件测试工程师,4001-6000,广州英特力信息科技有限公司,广州,...Python）。  公司简介：   英特力是一家总部在北美拥有超过十年丰富资讯顾问经验的信息科技公司。拥有一支在跨国公司或国内知名软件企业从事高端技术开发工作十年以上的技术专家团队，团队专家拥有丰富的工作经验，具备较强的软件开发管理和技术指导能力，充分掌握国外软件技术发展趋势及应...
应用运维工程师,面议,天讯瑞达通信技术有限公司,广州,...python编程  2.掌握tomcat、dubbo、redis、nginx、mq等中间件  3.熟悉oracle数据库，掌握sql语句，了解oracle的安装与维护  4.熟悉分布式系统架构，熟悉在线系统应用维护，熟悉http等网络协议  5. 具有优秀的团队合作和沟通协作能力...
运维工程师,面议,Forgame--云游控股集团,广州,...Python的尤佳。  4、熟悉Ansible、Zabbix运维工具，具备1年以上互联网公司50台以上服务器的运维经验。  5、良好的团队合作意识，有强烈的责任心和积极主动的工作态度，较强的沟通能力和表达能力。
高级数据后台开发,20001-30000,广州四三九九信息科技有限公司,广州,...Python 其中一种），熟悉常规Linux内核优化   6. 对常见的数据分析模型有一定的了解，有海量数据分析项目经验、数据挖掘项目经验尤佳   7. 具有优秀的学习能力、独立分析问题和解决问题能力   8. 有良好的沟通能力、学习能力、诚信、激情与合作精神
高级PHP开发工程师,面议,广州四三九九信息科技有限公司,广州,工作职责：  1.从事公司CRM系统相关的建设。  2.参与培养PHP开发工程师。  岗位要求：  1.2-6年php开发经验。  2.熟悉CRM系统的架构，并有实际的项目经验。  3.熟悉Mysql，有较优秀的海量数据处理经验和性能优化经验。  4.熟悉linux，熟悉Python...
